image_path,camera_type,scene_id,object_id,r11,r12,r13,r21,r22,r23,r31,r32,r33,tx,ty,tz
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam1/000000.png,cam1,0,14,0.6605078752307375,-0.6069604816207756,-0.44195963713301845,0.36467559124171706,0.7738840978352398,-0.5177983360068206,0.6563086624067465,0.18083798726647066,0.7325002138351677,8.227180804006842,9.305725954775935,1828.854719415094
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam1/000000.png,cam1,0,14,-0.3066041481396812,-0.9513221190566192,-0.031306907912811446,0.8319308153060879,-0.25185410072859704,-0.49442960165379335,0.4624770436982769,-0.17763934793286298,0.8686536981878202,-55.184181281415356,188.94161157848333,1871.8316911933305
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam1/000000.png,cam1,0,14,0.8882931233715547,-0.03058639247309651,-0.45825735118182936,-0.06989975723280259,0.9771527906281852,-0.20071484301749254,0.4539265921694911,0.2103256927411015,0.8658601233176496,82.83265570302147,307.18133972612196,1919.8553808861288
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam1/000001.png,cam1,1,14,0.9014483994229654,-0.374902641477103,-0.21642271816323133,0.3212949680902774,0.9144978030443293,-0.24589288767297451,0.29010399314146934,0.15212422015410454,0.9448269132826218,-80.39954160184568,6.371930985278919,1710.5574264380364
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam1/000001.png,cam1,1,14,0.01263831301829601,-0.976737195888489,0.21406710059661277,0.9546727100542908,-0.051884738191506484,-0.29310065015551595,0.2973891229401839,0.20806831729135103,0.9318086102594789,-95.88514679886187,200.70053718788287,1722.1186194262004
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam1/000001.png,cam1,1,14,0.9712879931003531,0.19596129982628405,-0.1349029420560513,-0.18554416998490164,0.9788646232201221,0.08600820248053696,0.14890599624076978,-0.05850827978975404,0.9871189324174036,66.25732335856662,290.38838454152994,1690.472690970694
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam1/000002.png,cam1,2,14,0.6605078752307375,-0.6069604816207756,-0.44195963713301845,0.36467559124171706,0.7738840978352398,-0.5177983360068206,0.6563086624067465,0.18083798726647066,0.7325002138351677,8.227180804006842,9.305725954775935,1828.854719415094
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam1/000002.png,cam1,2,14,-0.3066041481396812,-0.9513221190566192,-0.031306907912811446,0.8319308153060879,-0.25185410072859704,-0.49442960165379335,0.4624770436982769,-0.17763934793286298,0.8686536981878202,-55.184181281415356,188.94161157848333,1871.8316911933305
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam1/000002.png,cam1,2,14,0.8882931233715547,-0.03058639247309651,-0.45825735118182936,-0.06989975723280259,0.9771527906281852,-0.20071484301749254,0.4539265921694911,0.2103256927411015,0.8658601233176496,82.83265570302147,307.18133972612196,1919.8553808861288
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam1/000003.png,cam1,3,14,0.9014483994229654,-0.374902641477103,-0.21642271816323133,0.3212949680902774,0.9144978030443293,-0.24589288767297451,0.29010399314146934,0.15212422015410454,0.9448269132826218,-80.39954160184568,6.371930985278919,1710.5574264380364
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam1/000003.png,cam1,3,14,0.01263831301829601,-0.976737195888489,0.21406710059661277,0.9546727100542908,-0.051884738191506484,-0.29310065015551595,0.2973891229401839,0.20806831729135103,0.9318086102594789,-95.88514679886187,200.70053718788287,1722.1186194262004
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam1/000003.png,cam1,3,14,0.9712879931003531,0.19596129982628405,-0.1349029420560513,-0.18554416998490164,0.9788646232201221,0.08600820248053696,0.14890599624076978,-0.05850827978975404,0.9871189324174036,66.25732335856662,290.38838454152994,1690.472690970694
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam1/000004.png,cam1,4,14,0.6605078752307375,-0.6069604816207756,-0.44195963713301845,0.36467559124171706,0.7738840978352398,-0.5177983360068206,0.6563086624067465,0.18083798726647066,0.7325002138351677,8.227180804006842,9.305725954775935,1828.854719415094
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam1/000004.png,cam1,4,14,-0.3066041481396812,-0.9513221190566192,-0.031306907912811446,0.8319308153060879,-0.25185410072859704,-0.49442960165379335,0.4624770436982769,-0.17763934793286298,0.8686536981878202,-55.184181281415356,188.94161157848333,1871.8316911933305
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam1/000004.png,cam1,4,14,0.8882931233715547,-0.03058639247309651,-0.45825735118182936,-0.06989975723280259,0.9771527906281852,-0.20071484301749254,0.4539265921694911,0.2103256927411015,0.8658601233176496,82.83265570302147,307.18133972612196,1919.8553808861288
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam1/000005.png,cam1,5,14,0.9014483994229654,-0.374902641477103,-0.21642271816323133,0.3212949680902774,0.9144978030443293,-0.24589288767297451,0.29010399314146934,0.15212422015410454,0.9448269132826218,-80.39954160184568,6.371930985278919,1710.5574264380364
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam1/000005.png,cam1,5,14,0.01263831301829601,-0.976737195888489,0.21406710059661277,0.9546727100542908,-0.051884738191506484,-0.29310065015551595,0.2973891229401839,0.20806831729135103,0.9318086102594789,-95.88514679886187,200.70053718788287,1722.1186194262004
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam1/000005.png,cam1,5,14,0.9712879931003531,0.19596129982628405,-0.1349029420560513,-0.18554416998490164,0.9788646232201221,0.08600820248053696,0.14890599624076978,-0.05850827978975404,0.9871189324174036,66.25732335856662,290.38838454152994,1690.472690970694
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam2/000000.png,cam2,0,14,0.8539189397477072,-0.5203286325834744,-0.00897541238106945,0.4868083000326694,0.8047671624633111,-0.3396579059844067,0.1839568509060808,0.2856710137021597,0.9405062191563776,-30.02970474849471,-361.7263341039518,2108.553384395002
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam2/000000.png,cam2,0,14,-0.13041243147663126,-0.9006399706139891,0.41453617528779424,0.9172831084450459,-0.26828233272744045,-0.2943064538289571,0.37627688801740794,0.3418658111781558,0.861129183124206,-81.87437980598382,-176.00757360267124,2139.500823354289
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam2/000000.png,cam2,0,14,0.9998330533090536,-0.01497620744698399,0.010467965162662251,0.014987607262503472,0.9998871678956954,-0.0010114166940885282,-0.010451636860624502,0.0011681375922572585,0.9999446975099298,51.94300512176175,-52.517579712633946,2092.8244454411774
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam2/000001.png,cam2,1,14,0.9022533701920801,-0.3406165380687212,0.26442244523595065,0.3612267161021097,0.9319252259174186,-0.03210346913517654,-0.2354869744926997,0.12448191477501248,0.9638724693002424,-162.49330980689078,-388.68019548919034,2048.683230951323
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam2/000001.png,cam2,1,14,0.06520203159540358,-0.7630891743348673,0.6429958061000162,0.99604140403505,0.010755840139895669,-0.08823736854887598,0.060417020607176186,0.6462037011635449,0.760769715196533,-187.69751691304504,-196.2168929378888,2027.2426752646209
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam2/000001.png,cam2,1,14,0.9429641866025098,0.06149931195031485,0.32716414379963993,-0.16525349159618696,0.9396210479395541,0.2996724372409007,-0.2889806669376627,-0.33664539310249797,0.8961919731708456,-66.71378016708846,-118.23156319422388,1906.3428029024612
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam2/000002.png,cam2,2,14,0.8539189397477072,-0.5203286325834744,-0.00897541238106945,0.4868083000326694,0.8047671624633111,-0.3396579059844067,0.1839568509060808,0.2856710137021597,0.9405062191563776,-30.02970474849471,-361.7263341039518,2108.553384395002
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam2/000002.png,cam2,2,14,-0.13041243147663126,-0.9006399706139891,0.41453617528779424,0.9172831084450459,-0.26828233272744045,-0.2943064538289571,0.37627688801740794,0.3418658111781558,0.861129183124206,-81.87437980598382,-176.00757360267124,2139.500823354289
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam2/000002.png,cam2,2,14,0.9998330533090536,-0.01497620744698399,0.010467965162662251,0.014987607262503472,0.9998871678956954,-0.0010114166940885282,-0.010451636860624502,0.0011681375922572585,0.9999446975099298,51.94300512176175,-52.517579712633946,2092.8244454411774
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam2/000003.png,cam2,3,14,0.9022533701920801,-0.3406165380687212,0.26442244523595065,0.3612267161021097,0.9319252259174186,-0.03210346913517654,-0.2354869744926997,0.12448191477501248,0.9638724693002424,-162.49330980689078,-388.68019548919034,2048.683230951323
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam2/000003.png,cam2,3,14,0.06520203159540358,-0.7630891743348673,0.6429958061000162,0.99604140403505,0.010755840139895669,-0.08823736854887598,0.060417020607176186,0.6462037011635449,0.760769715196533,-187.69751691304504,-196.2168929378888,2027.2426752646209
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam2/000003.png,cam2,3,14,0.9429641866025098,0.06149931195031485,0.32716414379963993,-0.16525349159618696,0.9396210479395541,0.2996724372409007,-0.2889806669376627,-0.33664539310249797,0.8961919731708456,-66.71378016708846,-118.23156319422388,1906.3428029024612
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam2/000004.png,cam2,4,14,0.8539189397477072,-0.5203286325834744,-0.00897541238106945,0.4868083000326694,0.8047671624633111,-0.3396579059844067,0.1839568509060808,0.2856710137021597,0.9405062191563776,-30.02970474849471,-361.7263341039518,2108.553384395002
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam2/000004.png,cam2,4,14,-0.13041243147663126,-0.9006399706139891,0.41453617528779424,0.9172831084450459,-0.26828233272744045,-0.2943064538289571,0.37627688801740794,0.3418658111781558,0.861129183124206,-81.87437980598382,-176.00757360267124,2139.500823354289
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam2/000004.png,cam2,4,14,0.9998330533090536,-0.01497620744698399,0.010467965162662251,0.014987607262503472,0.9998871678956954,-0.0010114166940885282,-0.010451636860624502,0.0011681375922572585,0.9999446975099298,51.94300512176175,-52.517579712633946,2092.8244454411774
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam2/000005.png,cam2,5,14,0.9022533701920801,-0.3406165380687212,0.26442244523595065,0.3612267161021097,0.9319252259174186,-0.03210346913517654,-0.2354869744926997,0.12448191477501248,0.9638724693002424,-162.49330980689078,-388.68019548919034,2048.683230951323
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam2/000005.png,cam2,5,14,0.06520203159540358,-0.7630891743348673,0.6429958061000162,0.99604140403505,0.010755840139895669,-0.08823736854887598,0.060417020607176186,0.6462037011635449,0.760769715196533,-187.69751691304504,-196.2168929378888,2027.2426752646209
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam2/000005.png,cam2,5,14,0.9429641866025098,0.06149931195031485,0.32716414379963993,-0.16525349159618696,0.9396210479395541,0.2996724372409007,-0.2889806669376627,-0.33664539310249797,0.8961919731708456,-66.71378016708846,-118.23156319422388,1906.3428029024612
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam3/000000.png,cam3,0,14,0.548968774392013,-0.5837027603222609,-0.5982678116237841,0.495425601790465,0.8037124779909495,-0.329544731897053,0.6731914728434272,-0.11548742583998102,0.7303943486703895,83.63432554924955,-337.45466869277453,1832.6943130855823
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam3/000000.png,cam3,0,14,-0.33726252025527026,-0.9156027672455266,-0.21891908809833058,0.9202443348639362,-0.2716077610718414,-0.2817438424975264,0.19850531516054573,-0.2964806867342104,0.9341813803820509,23.98865097901449,-151.8235566164107,1821.7145019150944
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam3/000000.png,cam3,0,14,0.7843106596846744,-0.011679463775065216,-0.620258318220179,0.022688631086319667,0.9996939061390667,0.009865320914253012,0.6199532387676804,-0.0218102929798962,0.7843355800086369,157.50010460241023,-27.802440198201797,1867.8556963661792
/home/rama/bpc_ws/bpc/ipd/val/000001/rgb_cam3/000001.png,cam3,1,14,0.8500710312240668,-0.34252518206248017,-0.400069673453417,0.36570490459857696,0.9305238605486671,-0.019628352224476134,0.3789975794722135,-0.12962195192183001,0.9162745186569734,18.201468308031398,-366.08786000338455,1703.2484392834442
