scene_id,im_id,obj_id,score,R,t,time
000011,000027,obj_000020,0.4835344347022241,-0.481553 0.853784 0.480972 0.932255 0.564281 -0.068286 -0.301964 0.380546 -0.977843,-59.271345 223.924960 1961.000000,49.169004917144775
000011,000027,obj_000020,0.5142577030603782,0.208375 -0.993883 -0.015180 0.991383 0.208927 -0.070448 0.072064 -0.000364 1.013045,171.076440 17.064800 1986.000000,49.169004917144775
000011,000027,obj_000020,0.504891641907375,-0.277844 -0.958229 0.011710 0.955396 -0.277929 -0.074242 0.074562 -0.009461 0.994931,-34.608246 10.294134 2001.000000,49.169004917144775
000011,000027,obj_000008,0.5599120103773503,0.398994 0.980468 -0.730250 -1.208944 0.430646 -0.082338 0.181765 0.712043 1.055336,0.224978 -0.040385 -0.526528,49.169004917144775
000011,000027,obj_000008,0.5197725172513661,1.204324 -0.125948 -0.615934 0.088179 1.351683 -0.103982 0.622465 0.052200 1.206419,0.099488 0.011298 -0.556402,49.169004917144775
000011,000027,obj_000008,0.5496429839068053,0.851554 1.017766 -0.125182 -1.018766 0.858217 0.047362 0.116764 0.065420 1.326178,-142.836919 132.421649 1983.000000,49.169004917144775
000011,000027,obj_000001,0.4633523549878755,0.392780 0.494617 -1.036292 0.062662 1.084376 0.541318 1.146569 -0.228704 0.325418,131.265453 -127.224126 1954.000000,49.169004917144775
000011,000027,obj_000001,0.45254376834159615,-0.754143 0.034263 -0.677419 -0.083278 -1.010017 0.041625 -0.673153 0.086567 0.753773,-19.056373 -192.091835 1998.000000,49.169004917144775
000011,000027,obj_000001,0.4298824648875721,0.575105 0.045655 -0.668058 -0.043377 0.881321 0.022887 0.668210 0.017918 0.576460,-218.198857 239.763367 2016.000000,49.169004917144775
000011,000027,obj_000001,0.44656622573413085,-0.384596 -0.332716 0.548685 -0.450953 0.595230 0.044848 -0.456504 -0.307686 -0.506559,2.473861 336.129992 2000.000000,49.169004917144775
000011,000027,obj_000010,0.7540980483758096,0.080553 0.109574 -1.315922 -1.202269 0.551297 -0.027691 0.546083 1.197585 0.133149,-0.296681 -0.111529 -0.017609,49.169004917144775
000011,000055,obj_000020,0.4806567433233787,0.027341 -0.032811 -1.001519 0.325639 0.947804 -0.022162 0.947669 -0.324738 0.036509,-32.883440 15.468800 2001.000000,49.54088258743286
000011,000055,obj_000020,0.4943174701256253,-0.060570 0.978163 0.000122 -0.973008 -0.060263 0.100476 0.100292 0.006088 0.974872,176.800535 6.782789 1983.000000,49.54088258743286
000011,000055,obj_000020,0.49219819747880106,0.173466 0.026268 1.062672 -0.506394 0.948742 0.059210 -0.934627 -0.509167 0.165151,-60.116508 224.770164 1961.000000,49.54088258743286
000011,000055,obj_000008,0.5460878979654886,-0.804209 0.909095 0.527018 -0.948513 -0.913639 0.128613 0.452244 -0.299607 1.206924,-0.096522 -0.036997 -0.521606,49.54088258743286
000011,000055,obj_000008,0.5305922669636235,0.563500 1.060863 -0.520964 -1.119631 0.663996 0.141078 0.378498 0.384766 1.192921,0.184995 0.133024 -0.609575,49.54088258743286
000011,000055,obj_000008,0.5399789455995853,-0.925834 0.698461 0.638192 -0.739311 -1.091278 0.121807 0.590387 -0.271237 1.153334,-0.003235 -0.038257 -0.602819,49.54088258743286
000011,000055,obj_000010,0.7760015675078408,-0.235099 -0.271405 -1.276984 -0.471986 1.227429 -0.173978 1.217201 0.423531 -0.314108,-0.293740 -0.102988 -0.040246,49.54088258743286
000011,000055,obj_000001,0.4688861780230501,0.212578 -1.113152 0.350824 -1.027388 -0.009278 0.593096 -0.553768 -0.410099 -0.965678,127.249787 -126.575975 1957.000000,49.54088258743286
000011,000055,obj_000001,0.4650458499898795,-0.410222 -0.581159 0.755263 -0.790290 0.666964 0.083968 -0.532550 -0.542092 -0.706383,-0.098518 -0.109817 -0.161937,49.54088258743286
000011,000055,obj_000001,0.4481162484496619,0.405357 0.533172 0.643968 0.755808 -0.539627 -0.028974 0.357382 0.536482 -0.669139,-16.473042 -179.174567 1998.000000,49.54088258743286
000011,000055,obj_000001,0.4323437386221485,-0.669616 -0.068727 -0.584140 0.116893 -0.883039 -0.030103 -0.576436 -0.099230 0.672460,-212.985648 231.074274 2016.000000,49.54088258743286
000011,000055,obj_000001,0.47468251596845157,-0.582602 -0.430987 0.778781 -0.572395 0.894200 0.066656 -0.681625 -0.382531 -0.721617,67.711825 218.879172 1992.000000,49.54088258743286
000011,000055,obj_000001,0.4379525759679773,-0.262364 -0.584170 0.694797 -0.823865 0.456885 0.073038 -0.381109 -0.585520 -0.636203,-212.011563 39.025942 2015.000000,49.54088258743286
000011,000020,obj_000008,0.5878218323778792,-0.741089 1.093480 -0.361806 -1.136238 -0.764523 0.016756 -0.188586 0.309225 1.320844,0.240519 0.007592 -0.576207,57.12628221511841
000011,000020,obj_000008,0.5338867571869501,0.164278 1.289329 -0.412437 -1.351229 0.181216 0.028297 0.081565 0.405281 1.299444,-198.540198 -40.934622 1976.000000,57.12628221511841
000011,000020,obj_000020,0.45996593942356934,-0.046356 0.166990 -0.969622 0.842912 -0.493946 -0.125366 -0.507495 -0.835662 -0.119657,-87.084094 51.613959 1998.000000,57.12628221511841
000011,000020,obj_000020,0.445842585108873,-0.078123 -0.013443 -1.074057 -0.953220 -0.495528 0.075536 -0.495127 0.956113 0.024047,-132.191522 -115.844820 1990.000000,57.12628221511841
000011,000020,obj_000001,0.45132382502646884,0.585211 -0.560084 0.585302 -0.719066 -0.691688 0.057068 0.373118 -0.454553 -0.808028,-280.818861 165.226879 2029.000000,57.12628221511841
000011,000020,obj_000001,0.42589117137134935,-0.390130 0.583137 -0.544562 -0.730111 -0.505378 -0.018119 -0.321767 0.439706 0.701371,-313.706783 -116.142767 2010.000000,57.12628221511841
000011,000020,obj_000001,0.4121235014500595,0.341628 0.368688 0.515333 0.583263 -0.411745 -0.092082 0.247596 0.461242 -0.494127,106.665779 51.200634 1982.000000,57.12628221511841
000011,000020,obj_000001,0.48683349599227643,-0.454719 -1.213904 -0.510050 1.183172 -0.139922 -0.721810 0.577770 -0.668837 1.076719,75.954880 202.794861 1961.000000,57.12628221511841
000011,000020,obj_000001,0.43800978006643454,-0.678440 0.192311 -0.596223 -0.225528 -0.894907 -0.032023 -0.584468 0.122086 0.704442,-407.868545 114.190679 2039.000000,57.12628221511841
000011,000020,obj_000010,0.7784863226152127,0.237401 -0.175886 1.246537 0.883145 0.927258 -0.037357 -0.897131 0.866259 0.293086,-0.320923 -0.302506 -0.023548,57.12628221511841
000011,000029,obj_000008,0.5823575032006333,-1.086441 -0.767843 -0.948505 1.130361 -1.111792 -0.394715 -0.459921 -0.918658 1.270487,0.041647 -0.053739 -0.635353,61.510019063949585
000011,000029,obj_000008,0.5220799561649676,-1.137771 -0.825974 -0.486224 0.949670 -1.073482 -0.398662 -0.129510 -0.615282 1.348267,-258.325567 -79.319589 1896.000000,61.510019063949585
000011,000029,obj_000008,0.5585892464004975,-0.160115 0.132116 -1.507892 0.514271 1.430856 0.070759 1.423629 -0.502023 -0.195153,0.508903 -0.010721 -0.184854,61.510019063949585
000011,000029,obj_000008,0.5450744988264977,-0.435037 1.422061 -0.170148 1.412827 0.396960 -0.294628 -0.234789 -0.246231 -1.457638,-55.268009 8.743521 1855.000000,61.510019063949585
000011,000029,obj_000020,0.5038562324007755,0.219610 0.996017 -0.022201 -0.979464 0.220010 0.181703 0.182187 -0.017800 1.003624,26.448885 -80.520435 1867.000000,61.510019063949585
000011,000029,obj_000010,0.763553085506179,-0.088991 0.597102 -1.467538 -1.190730 -0.994828 -0.332564 -1.045161 1.082546 0.503837,-0.218654 0.084644 -0.055490,61.510019063949585
000011,000029,obj_000010,0.7269791831333319,-0.162209 0.021959 -0.706538 -0.641270 0.300420 0.156562 0.297408 0.659739 -0.047775,-238.955302 -242.206885 1911.000000,61.510019063949585
000011,000029,obj_000001,0.4455345049112459,-0.548455 0.525736 1.035140 0.780483 1.014501 -0.101726 -0.859511 0.585751 -0.752896,-249.333014 278.357961 1934.000000,61.510019063949585
000011,000029,obj_000001,0.40170998497384325,-0.730435 0.164498 -0.293249 0.039851 -0.654007 -0.466128 -0.333866 -0.437954 0.585934,-56.652375 -188.025029 1848.000000,61.510019063949585
000011,000029,obj_000001,0.5052622943537279,-0.874410 -0.021225 -0.618806 0.066893 -1.067772 -0.057900 -0.615546 -0.085887 0.872749,-0.918509 302.338769 1886.000000,61.510019063949585
000011,000029,obj_000001,0.49940812217805297,0.586367 0.161742 -0.865771 -0.156338 1.042689 0.088909 0.866763 0.078651 0.601732,1.514369 152.202118 1879.000000,61.510019063949585
000011,000083,obj_000020,0.48295486006818245,-0.352731 -0.879808 0.430656 0.951489 -0.416518 -0.071602 0.232798 0.369320 0.945174,-32.883440 14.606356 2001.000000,23.455355882644653
000011,000083,obj_000020,0.5280927306380889,0.046054 -1.015638 -0.004346 1.014343 0.046215 -0.051318 0.051462 -0.002011 1.015386,170.049081 21.323201 1984.000000,23.455355882644653
